COMMUNICATION_ID,SUPPLIER_ID,COMMUNICATION_DATE,CHANNEL,SUBJECT,CONTENT
COM-0127,SUP-0107,2026-04-21 00:00:00,EMAIL,Monthly statement,Please send the latest forecast for the upcoming delivery period.
COM-0128,SUP-0058,2026-04-26 00:00:00,EMAIL,Account reconciliation,Our accounts team is reconciling recent transactions.
COM-0129,SUP-0064,2026-03-29 00:00:00,EMAIL,Quantity confirmation,Attached is the latest shipping documentation for your records.
COM-0130,SUP-0074,2026-09-02 00:00:00,EMAIL,Account reconciliation,Please provide an updated delivery estimate for the current order.
COM-0131,SUP-0024,2026-08-12 00:00:00,EMAIL,Invoice submission,Please confirm the expected delivery date and carrier reference.
COM-0132,SUP-0018,2026-03-04 00:00:00,EMAIL,General account update,Please provide an updated delivery estimate for the current order.
COM-0133,SUP-0035,2026-04-01 00:00:00,PHONE_NOTE,General account update,Invoice INV-004310 has been submitted for processing against PO-004310.
COM-0134,SUP-0091,2026-11-08 00:00:00,EMAIL,Order status,Please provide an updated delivery estimate for the current order.
COM-0135,SUP-0043,2026-04-09 00:00:00,EMAIL,Quantity confirmation,The shipment remains on the previously communicated schedule.
COM-0136,SUP-0066,2026-02-11 00:00:00,EMAIL,Shipping documentation,Please confirm the current outstanding balance for our account.
COM-0137,SUP-0077,2026-06-17 00:00:00,EMAIL,Order status,Please provide an updated delivery estimate for the current order.
COM-0138,SUP-0028,2026-05-29 00:00:00,EMAIL,General account update,The shipment remains on the previously communicated schedule.
COM-0139,SUP-0107,2026-06-17 00:00:00,PHONE_NOTE,Delivery schedule,Please send the latest forecast for the upcoming delivery period.
COM-0140,SUP-0005,2026-07-04 00:00:00,PORTAL,Quality documentation,Please send the latest forecast for the upcoming delivery period.
COM-0141,SUP-0100,2026-06-25 00:00:00,PHONE_NOTE,Quantity confirmation,Please confirm the expected delivery date and carrier reference.
COM-0142,SUP-0086,2026-07-21 00:00:00,EMAIL,Monthly statement,Attached is the latest shipping documentation for your records.
COM-0143,SUP-0096,2026-06-11 00:00:00,EMAIL,Delivery schedule,Attached is the latest shipping documentation for your records.
COM-0144,SUP-0092,2026-09-17 00:00:00,EMAIL,Account reconciliation,Our accounts team is reconciling recent transactions.
COM-0145,SUP-0024,2026-03-12 00:00:00,PHONE_NOTE,Account reconciliation,Please confirm the current outstanding balance for our account.
COM-0146,SUP-0100,2026-08-18 00:00:00,EMAIL,Quality documentation,Please provide the required quality documentation for the shipment.
COM-0147,SUP-0007,2026-07-13 00:00:00,PHONE_NOTE,General account update,Please provide the required quality documentation for the shipment.
COM-0148,SUP-0057,2026-02-19 00:00:00,PHONE_NOTE,Quality documentation,Please confirm whether the requested quantity remains unchanged.
COM-0149,SUP-0027,2026-06-25 00:00:00,PHONE_NOTE,Delivery schedule,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0150,SUP-0067,2026-02-03 00:00:00,EMAIL,Pricing discussion,Invoice INV-004311 has been submitted for processing against PO-004311.
COM-0151,SUP-0075,2026-07-16 00:00:00,EMAIL,Quantity confirmation,Please provide the required quality documentation for the shipment.
COM-0152,SUP-0034,2026-06-14 00:00:00,PORTAL,Account reconciliation,Please confirm receipt of purchase order PO-004377.
COM-0153,SUP-0047,2026-07-25 00:00:00,EMAIL,Quantity confirmation,Attached is the latest shipping documentation for your records.
COM-0154,SUP-0095,2026-08-04 00:00:00,PORTAL,Order status,Please confirm receipt of purchase order PO-003350.
COM-0155,SUP-0054,2026-09-05 00:00:00,PHONE_NOTE,Delivery schedule,Our accounts team is reconciling recent transactions.
COM-0156,SUP-0019,2026-04-17 00:00:00,EMAIL,Quantity confirmation,Please confirm receipt of purchase order PO-001063.
COM-0157,SUP-0035,2026-04-28 00:00:00,PORTAL,Monthly statement,Please confirm the expected delivery date and carrier reference.
COM-0158,SUP-0044,2026-03-18 00:00:00,PHONE_NOTE,Invoice submission,Please confirm the expected delivery date and carrier reference.
COM-0159,SUP-0001,2026-07-14 00:00:00,EMAIL,Shipping documentation,Please provide the required quality documentation for the shipment.
COM-0160,SUP-0080,2026-07-19 00:00:00,PHONE_NOTE,Order status,Please confirm receipt of purchase order PO-000889.
COM-0161,SUP-0060,2026-07-26 00:00:00,EMAIL,Delivery schedule,Please provide an updated delivery estimate for the current order.
COM-0162,SUP-0065,2026-05-04 00:00:00,PORTAL,Purchase order confirmation,Please confirm the current outstanding balance for our account.
COM-0163,SUP-0030,2026-11-02 00:00:00,PORTAL,Delivery update,Please confirm the current outstanding balance for our account.
COM-0164,SUP-0104,2026-04-27 00:00:00,PORTAL,Delivery update,We are reviewing pricing for the next purchasing cycle.
COM-0165,SUP-0059,2026-05-31 00:00:00,PORTAL,Account reconciliation,We are reviewing pricing for the next purchasing cycle.
COM-0166,SUP-0066,2026-01-29 00:00:00,EMAIL,Account reconciliation,The shipment remains on the previously communicated schedule.
COM-0167,SUP-0045,2026-07-02 00:00:00,PHONE_NOTE,Forecast update,Our accounts team is reconciling recent transactions.
COM-0168,SUP-0056,2026-06-16 00:00:00,PORTAL,Quantity confirmation,Please provide an updated delivery estimate for the current order.
COM-0169,SUP-0088,2026-08-05 00:00:00,PORTAL,General account update,Please send the latest forecast for the upcoming delivery period.
COM-0170,SUP-0084,2026-04-28 00:00:00,PORTAL,Account reconciliation,Please confirm the current outstanding balance for our account.
COM-0171,SUP-0026,2026-08-15 00:00:00,PORTAL,Delivery update,Attached is the latest shipping documentation for your records.
COM-0172,SUP-0022,2026-02-27 00:00:00,EMAIL,Shipping documentation,Invoice INV-000901 has been submitted for processing against PO-000901.
COM-0173,SUP-0118,2026-08-20 00:00:00,PORTAL,Delivery schedule,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0174,SUP-0077,2026-07-22 00:00:00,PORTAL,Delivery schedule,We are reviewing pricing for the next purchasing cycle.
COM-0175,SUP-0024,2026-04-29 00:00:00,EMAIL,Pricing discussion,Please confirm the current outstanding balance for our account.
COM-0176,SUP-0032,2026-02-17 00:00:00,EMAIL,Delivery update,Please confirm whether the requested quantity remains unchanged.
COM-0177,SUP-0066,2026-04-15 00:00:00,PHONE_NOTE,Delivery schedule,Attached is the latest shipping documentation for your records.
COM-0178,SUP-0041,2026-03-23 00:00:00,PORTAL,Contract review,Please confirm whether the requested quantity remains unchanged.
COM-0179,SUP-0092,2026-03-29 00:00:00,PHONE_NOTE,Delivery schedule,Please provide the required quality documentation for the shipment.
COM-0180,SUP-0001,2026-05-12 00:00:00,EMAIL,Shipping documentation,Please confirm whether the requested quantity remains unchanged.
COM-0181,SUP-0080,2026-04-16 00:00:00,PHONE_NOTE,Account reconciliation,We are reviewing pricing for the next purchasing cycle.
COM-0182,SUP-0104,2026-09-04 00:00:00,PHONE_NOTE,Quantity confirmation,Please provide the required quality documentation for the shipment.
COM-0183,SUP-0085,2026-07-22 00:00:00,PHONE_NOTE,Purchase order confirmation,The shipment remains on the previously communicated schedule.
COM-0184,SUP-0077,2026-04-25 00:00:00,EMAIL,Invoice submission,Please provide an updated delivery estimate for the current order.
COM-0185,SUP-0007,2026-04-09 00:00:00,PHONE_NOTE,Contract review,Please send the latest forecast for the upcoming delivery period.
COM-0186,SUP-0049,2026-07-04 00:00:00,EMAIL,Purchase order confirmation,Please provide an updated delivery estimate for the current order.
COM-0187,SUP-0053,2026-08-12 00:00:00,EMAIL,Quantity confirmation,Please confirm receipt of purchase order PO-004632.
COM-0188,SUP-0116,2026-04-22 00:00:00,PHONE_NOTE,Shipping documentation,We are reviewing pricing for the next purchasing cycle.
COM-0189,SUP-0015,2026-09-23 00:00:00,EMAIL,Forecast update,Please provide an updated delivery estimate for the current order.
COM-0190,SUP-0027,2026-11-05 00:00:00,EMAIL,Quantity confirmation,Invoice INV-003860 has been submitted for processing against PO-003860.
COM-0191,SUP-0112,2026-08-01 00:00:00,EMAIL,Monthly statement,The shipment remains on the previously communicated schedule.
COM-0192,SUP-0086,2026-08-25 00:00:00,EMAIL,Order status,Attached is the latest shipping documentation for your records.
COM-0193,SUP-0056,2026-06-02 00:00:00,PHONE_NOTE,Invoice submission,Please send the latest forecast for the upcoming delivery period.
COM-0194,SUP-0118,2026-03-12 00:00:00,PHONE_NOTE,Order status,The shipment remains on the previously communicated schedule.
COM-0195,SUP-0107,2026-03-23 00:00:00,EMAIL,Pricing discussion,Please confirm the current outstanding balance for our account.
COM-0196,SUP-0007,2026-09-20 00:00:00,EMAIL,Purchase order confirmation,Please confirm receipt of purchase order PO-004422.
COM-0197,SUP-0014,2026-06-26 00:00:00,EMAIL,Monthly statement,Please confirm the current outstanding balance for our account.
COM-0198,SUP-0052,2026-08-27 00:00:00,PHONE_NOTE,Monthly statement,The shipment remains on the previously communicated schedule.
COM-0199,SUP-0111,2026-05-17 00:00:00,EMAIL,Delivery update,Please confirm the current outstanding balance for our account.
COM-0200,SUP-0017,2026-08-13 00:00:00,PORTAL,Quantity confirmation,Please confirm the expected delivery date and carrier reference.
COM-0201,SUP-0108,2026-08-03 00:00:00,PHONE_NOTE,Monthly statement,Please send the latest forecast for the upcoming delivery period.
COM-0202,SUP-0093,2026-07-22 00:00:00,EMAIL,Contract review,Please provide an updated delivery estimate for the current order.
COM-0203,SUP-0100,2026-03-28 00:00:00,PORTAL,Payment reminder,The shipment remains on the previously communicated schedule.
COM-0204,SUP-0040,2026-10-09 00:00:00,PHONE_NOTE,Purchase order confirmation,Please provide the required quality documentation for the shipment.
COM-0205,SUP-0011,2026-04-26 00:00:00,EMAIL,Quantity confirmation,Attached is the latest shipping documentation for your records.
COM-0206,SUP-0095,2026-04-03 00:00:00,PHONE_NOTE,Account reconciliation,Please confirm the current outstanding balance for our account.
COM-0207,SUP-0015,2026-06-27 00:00:00,PORTAL,General account update,Please confirm the current outstanding balance for our account.
COM-0208,SUP-0079,2026-04-22 00:00:00,PHONE_NOTE,Shipping documentation,Please confirm the current outstanding balance for our account.
COM-0209,SUP-0020,2026-10-09 00:00:00,PHONE_NOTE,Order status,We are reviewing pricing for the next purchasing cycle.
COM-0210,SUP-0041,2026-06-21 00:00:00,PORTAL,Shipping documentation,Please confirm receipt of purchase order PO-003018.
COM-0211,SUP-0076,2026-03-07 00:00:00,EMAIL,Order status,Please send the latest forecast for the upcoming delivery period.
COM-0212,SUP-0041,2026-09-24 00:00:00,EMAIL,General account update,Please provide the required quality documentation for the shipment.
COM-0213,SUP-0111,2026-01-10 00:00:00,EMAIL,Shipping documentation,Please send the latest forecast for the upcoming delivery period.
COM-0214,SUP-0014,2026-07-07 00:00:00,PORTAL,Delivery update,Please send the latest forecast for the upcoming delivery period.
COM-0215,SUP-0005,2026-06-24 00:00:00,EMAIL,Quality documentation,Invoice INV-001956 has been submitted for processing against PO-001956.
COM-0216,SUP-0115,2026-05-14 00:00:00,EMAIL,Purchase order confirmation,The shipment remains on the previously communicated schedule.
COM-0217,SUP-0111,2026-07-08 00:00:00,EMAIL,Invoice submission,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0218,SUP-0041,2026-08-24 00:00:00,PHONE_NOTE,Pricing discussion,We are reviewing pricing for the next purchasing cycle.
COM-0219,SUP-0024,2026-06-30 00:00:00,EMAIL,General account update,Please confirm receipt of purchase order PO-000928.
COM-0220,SUP-0065,2026-06-09 00:00:00,EMAIL,Invoice submission,Attached is the latest shipping documentation for your records.
COM-0221,SUP-0079,2026-08-11 00:00:00,EMAIL,Invoice submission,Invoice INV-004798 has been submitted for processing against PO-004798.
COM-0222,SUP-0100,2026-04-22 00:00:00,PHONE_NOTE,Monthly statement,Please provide the required quality documentation for the shipment.
COM-0223,SUP-0078,2026-05-11 00:00:00,EMAIL,Purchase order confirmation,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0224,SUP-0063,2026-02-10 00:00:00,PHONE_NOTE,Pricing discussion,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0225,SUP-0046,2026-10-14 00:00:00,EMAIL,Forecast update,We are reviewing pricing for the next purchasing cycle.
COM-0226,SUP-0087,2026-05-30 00:00:00,EMAIL,Contract review,Please send the latest forecast for the upcoming delivery period.
COM-0227,SUP-0035,2026-08-14 00:00:00,EMAIL,General account update,Please provide the required quality documentation for the shipment.
COM-0228,SUP-0117,2026-02-18 00:00:00,EMAIL,Shipping documentation,Please provide the required quality documentation for the shipment.
COM-0229,SUP-0106,2026-08-19 00:00:00,EMAIL,Delivery schedule,Attached is the latest shipping documentation for your records.
COM-0230,SUP-0045,2026-06-03 00:00:00,PHONE_NOTE,Forecast update,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0231,SUP-0118,2026-05-25 00:00:00,EMAIL,Delivery update,We are reviewing pricing for the next purchasing cycle.
COM-0232,SUP-0093,2026-05-20 00:00:00,PORTAL,Quantity confirmation,Please confirm whether the requested quantity remains unchanged.
COM-0233,SUP-0067,2026-04-11 00:00:00,PORTAL,Delivery update,Please confirm the expected delivery date and carrier reference.
COM-0234,SUP-0110,2026-03-21 00:00:00,EMAIL,Delivery schedule,Please confirm the current outstanding balance for our account.
COM-0235,SUP-0003,2026-06-30 00:00:00,EMAIL,Quality documentation,Please confirm the expected delivery date and carrier reference.
COM-0236,SUP-0012,2026-09-01 00:00:00,EMAIL,Order status,Attached is the latest shipping documentation for your records.
COM-0237,SUP-0067,2026-06-28 00:00:00,PHONE_NOTE,Contract review,We are reviewing pricing for the next purchasing cycle.
COM-0238,SUP-0049,2026-06-14 00:00:00,EMAIL,Account reconciliation,Attached is the latest shipping documentation for your records.
COM-0239,SUP-0019,2026-06-04 00:00:00,PHONE_NOTE,Order status,Please confirm receipt of purchase order PO-004724.
COM-0240,SUP-0106,2026-03-06 00:00:00,EMAIL,General account update,Attached is the latest shipping documentation for your records.
COM-0241,SUP-0071,2026-02-27 00:00:00,EMAIL,Invoice submission,Please provide the required quality documentation for the shipment.
COM-0242,SUP-0040,2026-08-16 00:00:00,PHONE_NOTE,Forecast update,Please confirm receipt of purchase order PO-004703.
COM-0243,SUP-0073,2026-09-28 00:00:00,EMAIL,Purchase order confirmation,Please confirm whether the requested quantity remains unchanged.
COM-0244,SUP-0113,2026-08-07 00:00:00,EMAIL,Invoice submission,Please confirm the expected delivery date and carrier reference.
COM-0245,SUP-0056,2026-02-12 00:00:00,EMAIL,Delivery schedule,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0246,SUP-0095,2026-09-13 00:00:00,PHONE_NOTE,Delivery update,Please confirm the current outstanding balance for our account.
COM-0247,SUP-0032,2026-06-13 00:00:00,PHONE_NOTE,Contract review,Please provide the required quality documentation for the shipment.
COM-0248,SUP-0077,2026-06-12 00:00:00,EMAIL,Shipping documentation,Our accounts team is reconciling recent transactions.
COM-0249,SUP-0059,2026-08-06 00:00:00,EMAIL,Monthly statement,Please confirm the current outstanding balance for our account.
COM-0250,SUP-0032,2026-08-15 00:00:00,PORTAL,Forecast update,Invoice INV-001773 has been submitted for processing against PO-001773.
COM-0251,SUP-0087,2026-04-04 00:00:00,EMAIL,Monthly statement,Attached is the latest shipping documentation for your records.
COM-0252,SUP-0005,2026-07-17 00:00:00,PORTAL,General account update,We are reviewing pricing for the next purchasing cycle.
COM-0253,SUP-0071,2026-10-02 00:00:00,EMAIL,Delivery schedule,Invoice INV-004812 has been submitted for processing against PO-004812.
COM-0254,SUP-0110,2026-09-23 00:00:00,PORTAL,Pricing discussion,Attached is the latest shipping documentation for your records.
COM-0255,SUP-0097,2026-08-08 00:00:00,PORTAL,Account reconciliation,Please confirm the expected delivery date and carrier reference.
COM-0256,SUP-0009,2026-07-28 00:00:00,PORTAL,Invoice submission,Attached is the latest shipping documentation for your records.
COM-0257,SUP-0111,2026-06-12 00:00:00,EMAIL,Shipping documentation,Attached is the latest shipping documentation for your records.
COM-0258,SUP-0057,2026-10-25 00:00:00,PHONE_NOTE,Quantity confirmation,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0259,SUP-0041,2026-03-11 00:00:00,EMAIL,Quality documentation,Our accounts team is reconciling recent transactions.
COM-0260,SUP-0108,2026-04-20 00:00:00,EMAIL,Account reconciliation,Please confirm the current outstanding balance for our account.
COM-0261,SUP-0038,2026-06-08 00:00:00,EMAIL,Delivery update,The shipment remains on the previously communicated schedule.
COM-0262,SUP-0111,2026-06-13 00:00:00,PHONE_NOTE,Account reconciliation,Please provide the required quality documentation for the shipment.
COM-0263,SUP-0046,2026-06-09 00:00:00,PHONE_NOTE,Forecast update,Please send the latest forecast for the upcoming delivery period.
COM-0264,SUP-0026,2026-07-02 00:00:00,PORTAL,Invoice submission,The shipment remains on the previously communicated schedule.
COM-0265,SUP-0045,2026-04-15 00:00:00,PORTAL,Forecast update,We are reviewing pricing for the next purchasing cycle.
COM-0266,SUP-0053,2026-10-25 00:00:00,PHONE_NOTE,Contract review,The shipment remains on the previously communicated schedule.
COM-0267,SUP-0058,2026-06-29 00:00:00,EMAIL,Pricing discussion,Attached is the latest shipping documentation for your records.
COM-0268,SUP-0010,2026-10-06 00:00:00,EMAIL,Quantity confirmation,Attached is the latest shipping documentation for your records.
COM-0269,SUP-0091,2026-08-13 00:00:00,PHONE_NOTE,Shipping documentation,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0270,SUP-0088,2026-04-25 00:00:00,EMAIL,Quantity confirmation,Please provide an updated delivery estimate for the current order.
COM-0271,SUP-0008,2026-02-16 00:00:00,PHONE_NOTE,Invoice submission,Please provide the required quality documentation for the shipment.
COM-0272,SUP-0100,2026-03-12 00:00:00,EMAIL,Quality documentation,Our accounts team is reconciling recent transactions.
COM-0273,SUP-0042,2026-07-04 00:00:00,EMAIL,Monthly statement,Please send the latest forecast for the upcoming delivery period.
COM-0274,SUP-0057,2026-09-25 00:00:00,PORTAL,Delivery schedule,Please provide the required quality documentation for the shipment.
COM-0275,SUP-0007,2026-06-11 00:00:00,EMAIL,Payment reminder,Please provide an updated delivery estimate for the current order.
COM-0276,SUP-0063,2026-05-21 00:00:00,EMAIL,Account reconciliation,Our accounts team is reconciling recent transactions.
COM-0277,SUP-0029,2026-04-15 00:00:00,EMAIL,Delivery update,Please confirm the current outstanding balance for our account.
COM-0278,SUP-0066,2026-05-23 00:00:00,EMAIL,Payment reminder,Please confirm the current outstanding balance for our account.
COM-0279,SUP-0080,2026-08-13 00:00:00,EMAIL,Invoice submission,Please provide an updated delivery estimate for the current order.
COM-0280,SUP-0094,2026-05-13 00:00:00,PORTAL,Delivery update,Please provide the required quality documentation for the shipment.
COM-0281,SUP-0028,2026-04-05 00:00:00,EMAIL,Pricing discussion,The shipment remains on the previously communicated schedule.
COM-0282,SUP-0029,2026-09-06 00:00:00,PORTAL,Quality documentation,Please send the latest forecast for the upcoming delivery period.
COM-0283,SUP-0035,2026-08-29 00:00:00,EMAIL,Purchase order confirmation,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0284,SUP-0026,2026-02-21 00:00:00,PHONE_NOTE,Monthly statement,Please send the latest forecast for the upcoming delivery period.
COM-0285,SUP-0008,2026-02-22 00:00:00,EMAIL,Payment reminder,Please provide the required quality documentation for the shipment.
COM-0286,SUP-0006,2026-10-26 00:00:00,PORTAL,Delivery schedule,Please provide an updated delivery estimate for the current order.
COM-0287,SUP-0098,2026-04-25 00:00:00,PORTAL,Monthly statement,Please confirm the current outstanding balance for our account.
COM-0288,SUP-0079,2026-07-09 00:00:00,EMAIL,Account reconciliation,We are reviewing pricing for the next purchasing cycle.
COM-0289,SUP-0102,2026-09-04 00:00:00,EMAIL,Quality documentation,Please provide the required quality documentation for the shipment.
COM-0290,SUP-0114,2026-04-09 00:00:00,EMAIL,Order status,Please confirm the expected delivery date and carrier reference.
COM-0291,SUP-0067,2026-05-31 00:00:00,EMAIL,Order status,Please provide an updated delivery estimate for the current order.
COM-0292,SUP-0011,2026-08-12 00:00:00,PHONE_NOTE,Delivery schedule,Invoice INV-004140 has been submitted for processing against PO-004140.
COM-0293,SUP-0022,2026-03-03 00:00:00,EMAIL,Contract review,Please confirm whether the requested quantity remains unchanged.
COM-0294,SUP-0076,2026-08-21 00:00:00,PHONE_NOTE,Quantity confirmation,Please send the latest forecast for the upcoming delivery period.
COM-0295,SUP-0017,2026-05-09 00:00:00,PORTAL,Order status,Please confirm the expected delivery date and carrier reference.
COM-0296,SUP-0063,2026-09-04 00:00:00,EMAIL,Purchase order confirmation,Please provide an updated delivery estimate for the current order.
COM-0297,SUP-0063,2026-04-22 00:00:00,EMAIL,Order status,Please confirm receipt of purchase order PO-002145.
COM-0298,SUP-0107,2026-06-04 00:00:00,PORTAL,Monthly statement,Please provide an updated delivery estimate for the current order.
COM-0299,SUP-0114,2026-03-15 00:00:00,EMAIL,Shipping documentation,Please confirm the expected delivery date and carrier reference.
COM-0300,SUP-0011,2026-10-17 00:00:00,PHONE_NOTE,Monthly statement,Attached is the latest shipping documentation for your records.
COM-0301,SUP-0006,2026-10-29 00:00:00,PORTAL,Delivery schedule,Please send the latest forecast for the upcoming delivery period.
COM-0302,SUP-0058,2026-08-05 00:00:00,EMAIL,Monthly statement,Please confirm whether the requested quantity remains unchanged.
COM-0303,SUP-0099,2026-02-24 00:00:00,EMAIL,Order status,Please confirm whether the requested quantity remains unchanged.
COM-0304,SUP-0055,2026-08-09 00:00:00,EMAIL,Account reconciliation,Our accounts team is reconciling recent transactions.
COM-0305,SUP-0101,2026-03-12 00:00:00,EMAIL,Monthly statement,Please confirm receipt of purchase order PO-003137.
COM-0306,SUP-0029,2026-10-12 00:00:00,EMAIL,Pricing discussion,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0307,SUP-0113,2026-08-30 00:00:00,EMAIL,Purchase order confirmation,We are reviewing the current contract terms and will follow up if clarification is required.
COM-0308,SUP-0043,2026-06-17 00:00:00,EMAIL,Shipping documentation,Please provide an updated delivery estimate for the current order.
COM-0309,SUP-0074,2026-02-17 00:00:00,EMAIL,Delivery update,Please provide an updated delivery estimate for the current order.
COM-0310,SUP-0102,2026-04-15 00:00:00,PHONE_NOTE,Forecast update,We are reviewing pricing for the next purchasing cycle.
COM-0311,SUP-0040,2026-04-15 00:00:00,EMAIL,Invoice submission,Attached is the latest shipping documentation for your records.
COM-0312,SUP-0036,2026-08-17 00:00:00,EMAIL,Invoice submission,Please provide an updated delivery estimate for the current order.
COM-0313,SUP-0090,2026-05-30 00:00:00,PHONE_NOTE,Shipping documentation,Please confirm receipt of purchase order PO-003081.
COM-0314,SUP-0024,2026-02-14 00:00:00,EMAIL,Shipping documentation,Please provide the required quality documentation for the shipment.
COM-0315,SUP-0109,2026-04-06 00:00:00,PORTAL,Invoice submission,Please send the latest forecast for the upcoming delivery period.
COM-0316,SUP-0066,2026-09-29 00:00:00,PHONE_NOTE,Pricing discussion,Please confirm whether the requested quantity remains unchanged.
COM-0317,SUP-0108,2026-07-31 00:00:00,EMAIL,Invoice submission,Invoice INV-003852 has been submitted for processing against PO-003852.
